School Name,School ID Number,Course Work Number,Course Work Course Title,Course Work Catalog Code,Course Work Credit Hours,Non-Catalog Course Title
UNIVERSITY OF EVANSVILLE        ,193070,623652,Pure Elective,    ,3,Social Problems/Mod.World       
UNIVERSITY OF EVANSVILLE        ,193070,623648,Social Psychology,UG22,3,Social Psychology               
UNIVERSITY OF EVANSVILLE        ,193070,623661,Pure Elective,    ,2,Undergrad Research in Psych.    
UNIVERSITY OF EVANSVILLE        ,193070,623660,Pure Elective,    ,1,Undergrad Research in Psych.    
UNIVERSITY OF EVANSVILLE        ,193070,566010,Pure Elective,    ,3,College Algebra                 
UNIVERSITY OF EVANSVILLE        ,193070,565850,Pure Elective,    ,3,Deviance and Crime              
UNIVERSITY OF EVANSVILLE        ,193070,565848,Doctrina Lux Mentis-I,UG20,3,First Year Seminar              
UNIVERSITY OF EVANSVILLE        ,193070,565851,Pure Elective,    ,3,Intro to Music                  
UNIVERSITY OF EVANSVILLE        ,193070,565852,Pure Elective,    ,3,Intro to Psych                  
UNIVERSITY OF EVANSVILLE        ,193070,565847,Intro to Sociology,UG19,3,Intro to Sociology              
UNIVERSITY OF EVANSVILLE        ,193070,565849,Development of Modern World-II,UG19,3,World History Since             
UNIVERSITY OF PIKEVILLE         ,38822,543095,Pure Elective,    ,2,Trigonometry                    
Union College                   ,56611,589637,Introduction to Statistics,UG21,3,Elem Probability & Statistic    
Union College                   ,56611,589631,Pure Elective,    ,3,First Year Composition II       
Union College                   ,56611,589629,Pure Elective,    ,3,General Psychology              
Union College                   ,56611,589630,Pure Elective,    ,3,Human Biology                   
Union College                   ,56611,589632,Pure Elective,    ,3,Igniting Higher Order Think     
Union College                   ,56611,589626,Pure Elective,    ,3,Intro Computers                 
Union College                   ,56611,589638,Intro to Sociology,UG21,3,Introduction to Sociology       
Union College                   ,56611,589634,Pure Elective,    ,3,Introduction to Theatre         
Union College                   ,56611,589636,Pure Elective,    ,3,Religion and Empire             
Union College                   ,56611,589633,Inventing the Modern World-I,UG21,3,Roots of Civilization           
Union College                   ,56611,589635,British Literature-II,UG21,3,Survey of English Lit II        
Union College                   ,56611,589628,Pure Elective,    ,3,Trigonometry                    
Union College                   ,56611,589627,Pure Elective,    ,3,Writing I                       
Univ.of North Carolina Asheville,332865,623670,Pure Elective,    ,2,Intro.SeminarInOrganizations    
University of Guam              ,375059,589719,Pure Elective,    ,3,Introductory Statistics         
University of Kentucky          ,3719,612147,Pure Elective,    ,4,Anatomy&Physiology/NursingII    
University of Kentucky          ,3719,612148,Pure Elective,    ,3,Basic Ideas of Biology          
University of Kentucky          ,3719,612145,Life-Span Developmental Psych,UG22,3,Developmental Psychology        
University of Kentucky          ,3719,612142,Pure Elective,    ,3,GlobalDynamicsHealth&Disease    
University of Kentucky          ,3719,612149,Pure Elective,    ,3,Human Nutrition and Wellness    
University of Kentucky          ,3719,612143,Introduction to Photography,UG22,3,Intro Photographic Literacy     
University of Kentucky          ,3719,612144,Pure Elective,    ,3,Intro/StatisticalReasoning      
University of Kentucky          ,3719,612146,Listening to Music,UG22,3,Introduction to Music           
University of Kentucky          ,3719,631352,Pure Elective,    ,4,Algebra & Trig for Calculus     
University of Kentucky          ,3719,631354,Pure Elective,    ,4,Gen College Chemistry I         
University of Kentucky          ,3719,631353,Pure Elective,    ,3,HonSocSci:Understanding9/11     
University of Kentucky          ,3719,542685,Pure Elective,    ,3,Accelerated Comp and Comm II    
University of Kentucky          ,3719,542682,Pure Elective,    ,3,College Algebra                 
University of Kentucky          ,3719,542775,Pure Elective,    ,3,Death/Dying/Qual of Life        
University of Kentucky          ,3719,542683,Review of Fundamentals,UG19,3,High Beginner Spanish           
University of Kentucky          ,3719,542776,Pure Elective,    ,3,Hist Wrld Rel: Christianity     
University of Kentucky          ,3719,542688,Intermediate-I,UG19,3,Inter Span III (Spoken AP)      
University of Kentucky          ,3719,542774,Intermediate-II,UG19,3,Inter Span IV (Spoken AP)       
University of Kentucky          ,3719,542689,Intro to Psychology,UG19,4,Intro to Psychology             
University of Kentucky          ,3719,542686,"Evolution, Biodiversity, Ecology",UG19,3,Introductory Biology I          
University of Kentucky          ,3719,542687,Pure Elective,    ,1,Lab for Intro Biology I         
University of Kentucky          ,3719,542773,Social Psychology,UG19,3,SocialPsy.&CulturalProcesses    
University of Kentucky          ,3719,542684,Pure Elective,    ,3,Theatre: An Introduction        
University of Kentucky          ,3719,589499,American Political Thought,UG21,3,American Government             
University of Kentucky          ,3719,589498,Pure Elective,    ,3,College Algebra                 
University of Kentucky          ,3719,589500,Pure Elective,    ,3,Comp & Comm I                   
University of Kentucky          ,3719,589506,Pure Elective,    ,3,Comp & Comm II                  
University of Kentucky          ,3719,589505,Pure Elective,    ,3,CulturalDiversityModernWorld    
University of Kentucky          ,3719,589502,Pure Elective,    ,4,Elem Calc & Its Applications    
University of Kentucky          ,3719,589496,Pure Elective,    ,3,Forests and Forestry            
University of Kentucky          ,3719,589501,Pure Elective,    ,3,Info Lit & Critical Thinking    
University of Kentucky          ,3719,589504,Listening to Music,UG21,3,Introduction to Music           
University of Kentucky          ,3719,589503,Intro to Economics,UG21,3,Principles of ECO I             
University of Louisville        ,38827,554696,Pure Elective,    ,1,Intro to Chemistry Lab-SL       
University of Louisville        ,38827,554695,Pure Elective,    ,3,Intro to Chemistry-S            
University of Louisville        ,38827,554697,Pure Elective,    ,3,Intro to Public Speaking-OC     
University of Louisville        ,38827,589656,Pure Elective,    ,3,College Algebra                 
University of Louisville        ,38827,589657,Pure Elective,    ,4,Elements of Physics             
University of Louisville        ,38827,589660,American Political Thought,UG21,3,Intro Amer Gov and Pol          
University of Louisville        ,38827,589659,Personal Finance & Implications,UG21,3,Money Mgt & Personal Fin        
University of Louisville        ,38827,589658,Pure Elective,    ,3,Principles of Microeconomics    
University of Louisville        ,38827,589654,American Political Thought,UG21,3,Intro Amer Gov and Pol          
University of Louisville        ,38827,589653,Culture and Human Experience,UG21,3,Intro Cultrl Anthro             
University of Louisville        ,38827,589655,Intro to Sociology,UG21,3,Intro to Sociology              
University of Louisville        ,38827,589652,Pure Elective,    ,3,Political Discourse             
University of Louisville        ,38827,589567,Acting-I,UG21,3,Intro Acting As Comm            
University of Louisville        ,38827,589565,Pure Elective,    ,3,Intro College Writing           
University of Louisville        ,38827,589566,Western Religious Traditions,UG21,3,Intro Western Religions         
University of Southern Indiana  ,163776,542736,Pure Elective,    ,3,Eastrn Med & Alt/Comp Health    
University of Southern Indiana  ,163776,542737,Pure Elective,    ,3,Intermediate Algebra            
University of Southern Indiana  ,163776,542734,Pure Elective,    ,3,Intro Interpersonal Comm        
University of Southern Indiana  ,163776,542811,Intro to Psychology,UG19,3,Intro to Psychology             
University of Southern Indiana  ,163776,542735,Pure Elective,    ,3,Rhet&Comp I: Literacy Self      
University of Southern Indiana  ,163776,542810,Pure Elective,    ,3,Rhet&Comp II:Literacy/World     
University of the Cumberlands   ,306551,566816,Pure Elective,    ,3,Exploring the New Testament     
University of the Cumberlands   ,306551,566815,Biblical History and Ideas,UG20,3,Exploring the Old Testament     
University of the Cumberlands   ,306551,566814,Pure Elective,    ,3,Interpersonal Communication     
University of the Cumberlands   ,306551,566818,Pure Elective,    ,3,Intro to General Chemistry      
University of the Cumberlands   ,306551,566817,Pure Elective,    ,1,Intro to General Chemistry L    
University of the Cumberlands   ,306551,566813,Pure Elective,    ,3,Music Appreciation              
Western Kentucky University     ,38960,566761,"Evolution, Biodiversity, Ecology",UG20,3,Biol Conc Evol Div Ecol         
Western Kentucky University     ,38960,566762,Pure Elective,    ,1,Biol Conc Evol Div Ecol Lab     
Western Kentucky University     ,38960,566764,Data Structures,UG20,4,Computer Science II             
Western Kentucky University     ,38960,566763,Calculus-II,UG20,4,Hon: Calculus II                
Western Kentucky University     ,38960,566760,Programming and Problem Solving,UG20,4,Hon: Computer Science I         
Western Kentucky University     ,38960,566767,Intro to Sociology,UG20,3,Introductory Sociology          
Western Kentucky University     ,38960,566765,General Physics-I,UG20,4,University Physics I            
Western Kentucky University     ,38960,566766,Pure Elective,    ,1,University Physics I Lab        
Western Kentucky University     ,38960,589794,General Chemistry-I,UG21,3,College Chemistry I             
Western Kentucky University     ,38960,589797,Data Structures,UG21,4,Computer Science II             
Western Kentucky University     ,38960,589796,Programming and Problem Solving,UG21,4,Hon:Computer Science I          
Western Kentucky University     ,38960,589793,Linear Algebra,UG21,3,Intro to Linear Algebra         
Western Kentucky University     ,38960,589795,Pure Elective,    ,1,Lab College Chemistry I         
Western Kentucky University     ,38960,589799,Calculus-III,UG21,4,Multivariable Calculus          
Western Kentucky University     ,38960,589798,Inventing the Modern World-I,UG21,3,World History I                 
Western Kentucky University     ,38960,543123,General Chemistry-I,UG19,3,College Chemistry I             
Western Kentucky University     ,38960,589252,Pure Elective,    ,3,Hon: Adv Comp Prob Solving      
Western Kentucky University     ,38960,543121,Calculus-II,UG19,4,Hon: Calculus II                
Western Kentucky University     ,38960,543120,Programming and Problem Solving,UG19,4,Hon: Computer Science I         
Western Kentucky University     ,38960,543127,Pure Elective,    ,3,Intro Psy                       
Western Kentucky University     ,38960,543124,Pure Elective,    ,2,Lab College Chemistry I         
Western Kentucky University     ,38960,543125,General Physics-I,UG19,4,University Physics I            
Western Kentucky University     ,38960,543126,Pure Elective,    ,1,University Physics I Lab        
Western Kentucky University     ,38960,612140,Pure Elective,    ,3,American National Govt          
Western Kentucky University     ,38960,612141,Survey of Psychological Science,UG22,3,Intro Psy                       
Western Kentucky University     ,38960,542710,Pure Elective,    ,3,College Algebra                 
Western Kentucky University     ,38960,542708,Pure Elective,    ,3,Fund Speaking/Communication     
Western Kentucky University     ,38960,542714,Pure Elective,    ,3,Intro Chemistry                 
Western Kentucky University     ,38960,542712,Pure Elective,    ,3,Intro Psy                       
Western Kentucky University     ,38960,542715,Pure Elective,    ,3,Intro to College Writing        
Western Kentucky University     ,38960,542711,Pure Elective,    ,3,Music Appreciation              
Western Kentucky University     ,38960,542713,Pure Elective,    ,1,Step 1: Inquiry-Based Teach     
Western Kentucky University     ,38960,542717,"Instructional Design: Planning,Evaluating & Managing Learning",UG19,2,Step 2: Inquiry Lesson Desgn    
Western Kentucky University     ,38960,542716,Pure Elective,    ,3,Trigonometry                    
Western Kentucky University     ,38960,542709,Development of Modern World-I,UG19,3,World History I                 
Western Kentucky University     ,38960,543096,"Evolution, Biodiversity, Ecology",UG19,3,Biol Conc Evol Div Ecol         
Western Kentucky University     ,38960,543097,Pure Elective,    ,1,Biol Conc Evol Div Ecol Lab     
Western Kentucky University     ,38960,543099,Calculus-I,UG19,4,Hon: Calculus I                 
Western Kentucky University     ,38960,543101,Calculus-II,UG19,4,Hon: Calculus II                
Western Kentucky University     ,38960,543098,Programming and Problem Solving,UG19,4,Hon: Computer Science I         
Western Kentucky University     ,38960,543100,Intro to Sociology,UG19,3,Introductory Sociology          
Western Kentucky University     ,38960,543102,Intro to Physics,UG19,4,University Physics I            
Western Kentucky University     ,38960,543103,Pure Elective,    ,1,University Physics I Lab        
Western Kentucky University     ,38960,623486,General Chemistry-I,UG22,3,College Chemistry I             
Western Kentucky University     ,38960,623484,Calculus-I,UG22,4,Hon: Calculus I                 
Western Kentucky University     ,38960,623482,Programming and Problem Solving,UG22,4,Hon: Computer Science I         
Western Kentucky University     ,38960,623483,Data Structures,UG22,4,Hon: Computer Science II        
Western Kentucky University     ,38960,623485,Pure Elective,    ,3,Intro LinguisticAnthropology    
Western Kentucky University     ,38960,623487,Pure Elective,    ,2,Lab College Chemistry I         
Western Kentucky University     ,38960,623481,Inventing the United States-II,UG22,3,United States Since 1865        
Western Kentucky University     ,38960,566798,Pure Elective,    ,3,Art Appreciation                
Western Kentucky University     ,38960,566801,Pure Elective,    ,3,College Algebra                 
Western Kentucky University     ,38960,566802,Pure Elective,    ,3,Concepts/Motion                 
Western Kentucky University     ,38960,566803,Pure Elective,    ,3,Human Nutrition                 
Western Kentucky University     ,38960,566799,Intro to Economics,UG20,3,Prin Economics-Macro            
Western Kentucky University     ,38960,566800,Pure Elective,    ,3,Prin Economics-Micro            
Wofford College                 ,313787,623662,Financial Accounting,UG22,3,Accounting Principles           
Wofford College                 ,313787,623669,Advanced Conversation,UG22,3,Advanced Spanish                
Wofford College                 ,313787,623665,Intro to Literary Analysis,UG22,3,Cultural Texts in Spanish       
Wofford College                 ,313787,623663,Pure Elective,    ,3,Ethnography                     
Wofford College                 ,313787,623664,Pure Elective,    ,3,Intro Statistics in Psych.      
Wofford College                 ,313787,623667,Pure Elective,    ,3,Problems of Philosophy          
Wofford College                 ,313787,623668,Introduction to Research Methods,UG22,3,Reseach Methods in Psych.       
Wofford College                 ,313787,623666,Pure Elective,    ,3,Sustainable Communities         
Wright State University         ,99429,589693,Group Conversation,UG21,3,French Conv and Society         
Wright State University         ,99429,589691,Intermediate Workshop,UG21,3,Intermediate French I           
Wright State University         ,99429,589692,Intermediate Workshop,UG21,3,Intermediate French II          
Wright State University         ,99429,589690,Introduction to Linguistics,UG21,3,Intro to Linguistics            
